f1-score,precision,recall,support
0.22714681440443213,0.1439558602240428,0.538125,1600.0
0.8766759982319139,0.9657299202374328,0.8026594719599152,25945.0
0.2189395937747296,0.13874958207957205,0.51875,1600.0
0.8753473099267491,0.9642906831145944,0.8014260936596647,25945.0
0.2265109192483494,0.14212874442319948,0.5575,1600.0
0.870970474859152,0.9667121162254925,0.7924841009828484,25945.0
0.21630531253962218,0.13567679338317162,0.533125,1600.0
0.8690549329491769,0.9648602878916173,0.7905569473887069,25945.0
0.22553537544049876,0.1439944617514711,0.52,1600.0
0.8802397719651242,0.9647172325079248,0.8093659664675275,25945.0
0.2493406856868856,0.154256897063186,0.65,1600.0
0.8660477453580901,0.9730808056530308,0.7802274041241087,25945.0
0.24605214836577302,0.15299132288019485,0.628125,1600.0
0.8687368129409005,0.9716342486651411,0.7855463480439391,25945.0
0.20430107526881722,0.12697448359659783,0.5225,1600.0
0.8611691468042467,0.9635513572825724,0.7784544228174985,25945.0
0.21580310880829015,0.1361111111111111,0.520625,1600.0
0.872197593413553,0.9642007001166861,0.7962227789554828,25945.0
0.21002157755933826,0.12993177098783742,0.5475,1600.0
0.8590314024129373,0.9651973273085612,0.7739063403353247,25945.0
