f1-score,precision,recall,support
0.17001700170017003,0.1012025241100131,0.53125,1600.0
0.8159499678428067,0.9608273268567847,0.7090383503565234,25945.0
0.16545939763629433,0.09761583445793973,0.5425,1600.0
0.8036683259338985,0.960756982790972,0.6907303912121796,25945.0
0.18443496801705758,0.11118251928020566,0.540625,1600.0
0.8326405600525049,0.9628130533771819,0.733474657930237,25945.0
0.17285216321509123,0.10338484179543782,0.526875,1600.0
0.8220398800070584,0.9609612706925893,0.7182116014646367,25945.0
0.17280285035629453,0.10265757290686736,0.545625,1600.0
0.8142088649802159,0.9618192321831837,0.7058778184621314,25945.0
0.16848045143087464,0.10043248438250842,0.5225,1600.0
0.8172961962538192,0.9602518079184226,0.711389477741376,25945.0
0.16744370598154945,0.09951656644263648,0.5275,1600.0
0.8135261836521586,0.9603441040704994,0.7056465600308345,25945.0
0.18068170719796856,0.10707257784465794,0.578125,1600.0
0.812958462464605,0.964297048556014,0.7026787434958566,25945.0
0.1729323308270677,0.10325163795195341,0.531875,1600.0
0.8201025459688825,0.9611977412837382,0.7151281557140104,25945.0
0.15535001051082617,0.09337882234015668,0.461875,1600.0
0.8236791293663331,0.9561407977178952,0.7234534592407015,25945.0
