f1-score,precision,recall,support
0.14827379764518062,0.08822132510092615,0.464375,1600.0
0.8105973196059288,0.9551848559326466,0.7040277510117556,25945.0
0.1546244363796327,0.0938208995062058,0.439375,1600.0
0.8328804052438202,0.9552663076002393,0.7382925419155907,25945.0
0.15328094703541176,0.0915965361629467,0.469375,1600.0
0.816806871122298,0.9561149591646853,0.7129312006166891,25945.0
0.15061364752086404,0.08934187536400699,0.479375,1600.0
0.807348847567086,0.9560654008438818,0.6986702640200424,25945.0
0.1540269173253578,0.09288843081679979,0.450625,1600.0
0.8268019594121764,0.955567911843502,0.7286182308730006,25945.0
0.19172860682294646,0.11310996177198111,0.62875,1600.0
0.8098035698268903,0.9681518417243044,0.6959722489882444,25945.0
0.15078206465067778,0.09048811013767209,0.451875,1600.0
0.8210109890109889,0.9551521350038353,0.7199074966274812,25945.0
0.16240106896906156,0.09718292532906876,0.49375,1600.0
0.8203522850025353,0.9582818294190358,0.7171323954519175,25945.0
0.1482328482328482,0.08890274314214464,0.445625,1600.0
0.8197932702881021,0.9545710627400769,0.718365773752168,25945.0
0.16083989501312335,0.09665615141955836,0.47875,1600.0
0.824580269944036,0.9574923547400611,0.7240701483908267,25945.0
