f1-score,precision,recall,support
0.17108235777367015,0.10235930203981322,0.520625,1600.0
0.8220144646322103,0.9604781779770186,0.7184428598959337,25945.0
0.18769829086071027,0.11222616570799168,0.573125,1600.0
0.8248637436836648,0.9647465675647775,0.720408556561958,25945.0
0.17796337937680695,0.10737821423956584,0.519375,1600.0
0.8322003890625342,0.9611733818034939,0.7337444594334168,25945.0
0.17320991594850516,0.10437235543018336,0.50875,1600.0
0.8299227418966535,0.9601944697660285,0.730776642898439,25945.0
0.15738963531669864,0.09386673093143752,0.486875,1600.0
0.8154278506782324,0.9573417853060376,0.7101560994411255,25945.0
0.187434554973822,0.11257861635220126,0.559375,1600.0
0.8296003513394818,0.9640214340392957,0.728078627866641,25945.0
0.19529139328444617,0.11547238703788225,0.6325,1600.0
0.8135312793453472,0.9686917629519195,0.7012141067643091,25945.0
0.18568706330721998,0.11177670150395105,0.548125,1600.0
0.8314783980369819,0.9632976293212854,0.7313933320485643,25945.0
0.19470719523860133,0.11730055064668972,0.5725,1600.0
0.8341323526192509,0.965342521280908,0.7343226055116593,25945.0
0.1587533988705292,0.09532780708364733,0.474375,1600.0
0.8233175188894746,0.9570545881632028,0.7223742532279823,25945.0
