f1-score,precision,recall,support
0.22162688748173404,0.13762855414398065,0.56875,1600.0
0.8636460599854943,0.9670376916829886,0.7802274041241087,25945.0
0.2081702544031311,0.12940997566909976,0.531875,1600.0
0.8620028136590356,0.9642806047021794,0.7793409134708036,25945.0
0.22936300669921653,0.14014152906896074,0.63125,1600.0
0.8533586846142213,0.9709902645294523,0.7611485835421083,25945.0
0.20329597890573503,0.12882205513784462,0.481875,1600.0
0.8727923376486685,0.9615491651205937,0.7990364232029292,25945.0
0.23473354231974922,0.1468235294117647,0.585,1600.0
0.8704658813541335,0.9686348606518659,0.7903642320292927,25945.0
0.2048382855640284,0.1297036297036297,0.486875,1600.0
0.8726307808946172,0.9618830957797484,0.7985353632684525,25945.0
0.21062937062937065,0.13567567567567568,0.470625,1600.0
0.8822695035460993,0.9614912480109116,0.815108884178069,25945.0
0.25437544953248625,0.1573716997923465,0.663125,1600.0
0.8669461795157013,0.9740902754410422,0.7810368086336481,25945.0
0.201029664133366,0.12503812137846904,0.5125,1600.0
0.8611182135856134,0.962834135417163,0.7788398535363269,25945.0
0.1975246274311695,0.12377334599556822,0.48875,1600.0
0.8653014500127194,0.9614641729872332,0.7866255540566583,25945.0
