f1-score,precision,recall,support
0.168295065950171,0.10458409228901032,0.430625,1600.0
0.8548036331073301,0.9565300376962351,0.7726344189631914,25945.0
0.17207908927501497,0.10644922164566345,0.44875,1600.0
0.852198096053054,0.9575961538461538,0.7677009057621893,25945.0
0.16055568207697563,0.09816207184628237,0.440625,1600.0
0.8408050444847542,0.9560477336345332,0.7503565234149162,25945.0
0.17306195083972864,0.10526315789473684,0.48625,1600.0
0.8387166749821037,0.9592140518011313,0.7451146656388514,25945.0
0.1658926728586171,0.10451885565669701,0.401875,1600.0
0.8634078330305464,0.9552657411302763,0.7876662169974947,25945.0
0.21047267167792078,0.13218114898383743,0.51625,1600.0
0.868821574479795,0.9636551465063862,0.790980921179418,25945.0
0.1711526855763428,0.10605833956619297,0.443125,1600.0
0.8532849054588184,0.9572866730584851,0.7696666024282135,25945.0
0.15138984608316106,0.09273853081902618,0.411875,1600.0
0.8407209382545705,0.9539605655854004,0.751512815571401,25945.0
0.16066725197541704,0.09744408945686901,0.4575,1600.0
0.833659576319109,0.9566714920381371,0.7386779726344189,25945.0
0.19032441661923732,0.1163535142658316,0.5225,1600.0
0.8463880790411403,0.962475442043222,0.7552900366159183,25945.0
