f1-score,precision,recall,support
0.18372261016132918,0.11377870563674322,0.476875,1600.0
0.855078659370725,0.9598349249004271,0.7709385238003469,25945.0
0.1762652705061082,0.11009031454375584,0.441875,1600.0
0.8596073765615705,0.9577238081711879,0.7797263441896319,25945.0
0.18853124154720044,0.12029685881946842,0.435625,1600.0
0.8742032874874204,0.9584846673716151,0.8035459626132203,25945.0
0.22567984300532662,0.14546440187929166,0.503125,1600.0
0.8848110768204187,0.9638816955158784,0.8177298130661014,25945.0
0.21002386634844872,0.13328845506563447,0.495,1600.0
0.8746950450071508,0.9625977873443503,0.8015031798034303,25945.0
0.1769325153374233,0.1100763358778626,0.450625,1600.0
0.8570941627609714,0.9581328887830436,0.7753324339949894,25945.0
0.20831583368332637,0.1342233447591557,0.465,1600.0
0.8820572715706926,0.9610944459594583,0.8150317980343034,25945.0
0.19340441358789984,0.12063099288586453,0.4875,1600.0
0.8616451173868662,0.9610987238483799,0.780844093274234,25945.0
0.22504278379920134,0.1457871396895787,0.493125,1600.0
0.8869753317525687,0.9633578818958117,0.8218153786856812,25945.0
0.16963631925799366,0.105398847437064,0.434375,1600.0
0.8549129989764587,0.9568039711708272,0.7726344189631914,25945.0
